ID,AssignedTo,CPUDemand,SemanticVector,Step
6,1.0,1,"[0.5775589942932129, 0.8857465386390686, 0.6045459508895874, 0.2964538037776947, 0.41650334000587463, 0.9416661262512207, 0.7697837352752686, 0.9743943214416504, 0.43665316700935364, 0.5163131952285767, 0.9574068784713745, 0.5399839282035828, 0.5989670753479004, 0.9389864206314087, 0.0387699231505394, 0.13605496287345886]",417
1,1.0,1,"[0.2472781240940094, 0.27898773550987244, 0.48581555485725403, 0.9363444447517395, 0.5067869424819946, 0.022625623270869255, 0.09354441612958908, 0.17199160158634186, 0.5984265208244324, 0.2850213646888733, 0.07435496151447296, 0.6128108501434326, 0.7629543542861938, 0.4158107042312622, 0.36987319588661194, 0.37654387950897217]",418
2,6.0,2,"[0.654281735420227, 0.8705772161483765, 0.5943369269371033, 0.6694139838218689, 0.6375342011451721, 0.8411461710929871, 0.5467836856842041, 0.3690766394138336, 0.6371877789497375, 0.6901745200157166, 0.16639120876789093, 0.9253671765327454, 0.0015761430840939283, 0.4174503684043884, 0.9852914214134216, 0.8703293204307556]",418
3,1.0,3,"[0.6257701516151428, 0.8377482295036316, 0.12427234649658203, 0.5077618956565857, 0.19482220709323883, 0.970247209072113, 0.9454568028450012, 0.9009311199188232, 0.7246535420417786, 0.2661922574043274, 0.20226670801639557, 0.034461840987205505, 0.29058605432510376, 0.24441614747047424, 0.07069554179906845, 0.4150373935699463]",418
4,2.0,4,"[0.1104859709739685, 0.028791356831789017, 0.8665218949317932, 0.2970406711101532, 0.036660805344581604, 0.9219639301300049, 0.5676476955413818, 0.40082910656929016, 0.4511939287185669, 0.18489107489585876, 0.2588627338409424, 0.5456171631813049, 0.633474588394165, 0.8851271271705627, 0.7916358709335327, 0.27838635444641113]",418
5,1.0,5,"[0.6977769136428833, 0.3752394914627075, 0.7730516195297241, 0.07833433896303177, 0.9165058135986328, 0.5684146285057068, 0.2123093158006668, 0.7526357173919678, 0.28496381640434265, 0.3538011312484741, 0.885591447353363, 0.027726808562874794, 0.7458313703536987, 0.548086404800415, 0.9162907600402832, 0.048450443893671036]",418
6,1.0,1,"[0.6321955323219299, 0.6092468500137329, 0.724616527557373, 0.4796263575553894, 0.4634348750114441, 0.6532597541809082, 0.0006649994757026434, 0.5807243585586548, 0.19075697660446167, 0.0813833698630333, 0.0981459990143776, 0.7707464098930359, 0.9428824186325073, 0.3171462416648865, 0.8187736868858337, 0.9443957805633545]",418
1,1.0,1,"[0.9590489268302917, 0.7390176057815552, 0.8225435018539429, 0.5593018531799316, 0.26405075192451477, 0.8242722749710083, 0.662476658821106, 0.8605307340621948, 0.34243446588516235, 0.15438751876354218, 0.39172109961509705, 0.7490618228912354, 0.06145450472831726, 0.10308392345905304, 0.572523832321167, 0.21697643399238586]",419
2,1.0,2,"[0.24366648495197296, 0.3589828312397003, 0.26047611236572266, 0.04000886157155037, 0.6311910152435303, 0.5610191226005554, 0.06641166657209396, 0.4109046161174774, 0.5898371934890747, 0.45810940861701965, 0.6588464975357056, 0.9798045754432678, 0.3865976631641388, 0.3306756019592285, 0.023188520222902298, 0.9225356578826904]",419
3,1.0,3,"[0.881946325302124, 0.008500266820192337, 0.22492173314094543, 0.8611031770706177, 0.1718224287033081, 0.8828816413879395, 0.48945900797843933, 0.37536630034446716, 0.4093989133834839, 0.3795669972896576, 0.896608293056488, 0.9095829129219055, 0.8661999106407166, 0.07911866903305054, 0.12454380095005035, 0.315278023481369]",419
4,1.0,4,"[0.2471918761730194, 0.22031620144844055, 0.8128082156181335, 0.5731620192527771, 0.7159205675125122, 0.7531208395957947, 0.6548762917518616, 0.29681310057640076, 0.9865365624427795, 0.7684711813926697, 0.11204828321933746, 0.9123765826225281, 0.058080822229385376, 0.022121604532003403, 0.9209148287773132, 0.9523892402648926]",419
5,6.0,5,"[0.7207997441291809, 0.10617215931415558, 0.949576199054718, 0.4717116951942444, 0.6435534358024597, 0.8571350574493408, 0.16261935234069824, 0.8935056924819946, 0.29602062702178955, 0.9603486061096191, 0.06309270858764648, 0.7728873491287231, 0.34222495555877686, 0.7918362021446228, 0.314444363117218, 0.5162725448608398]",419
6,1.0,1,"[0.2655499577522278, 0.8231592774391174, 0.401386559009552, 0.3374547064304352, 0.43942931294441223, 0.6554047465324402, 0.5317865014076233, 0.4258539378643036, 0.7155320048332214, 0.18881693482398987, 0.25658389925956726, 0.5260696411132812, 0.7381455302238464, 0.7422199845314026, 0.9991163611412048, 0.46732404828071594]",419
1,1.0,1,"[0.3996187746524811, 0.19805073738098145, 0.9831088185310364, 0.5036846995353699, 0.8539617657661438, 0.5279471278190613, 0.5429398417472839, 0.07502646744251251, 0.24151316285133362, 0.011223039589822292, 0.5270196199417114, 0.021580468863248825, 0.5925434827804565, 0.8831852078437805, 0.2491339147090912, 0.8631798624992371]",420
2,1.0,2,"[0.262535035610199, 0.9136572480201721, 0.6497880220413208, 0.024478096514940262, 0.43326500058174133, 0.45474523305892944, 0.9473863244056702, 0.795217752456665, 0.17742343246936798, 0.5938922166824341, 0.04675599932670593, 0.270214319229126, 0.07572703063488007, 0.40019840002059937, 0.10948702692985535, 0.0781225711107254]",420
3,1.0,3,"[0.34686797857284546, 0.7789513468742371, 0.5914537906646729, 0.8773089647293091, 0.34602391719818115, 0.8107898831367493, 0.005331701599061489, 0.43247294425964355, 0.5907004475593567, 0.01942501775920391, 0.8458985686302185, 0.3054007291793823, 0.5024988055229187, 0.3368755578994751, 0.1691262573003769, 0.9379761815071106]",420
4,1.0,4,"[0.5864959359169006, 0.5367806553840637, 0.26445484161376953, 0.05586246773600578, 0.2942722737789154, 0.6864274144172668, 0.018717430531978607, 0.6911780834197998, 0.4273744225502014, 0.6163589954376221, 0.6199318766593933, 0.18562166392803192, 0.4347895383834839, 0.8672727346420288, 0.453725665807724, 0.803049623966217]",420
5,6.0,5,"[0.681625485420227, 0.4303097426891327, 0.5625346899032593, 0.6392876505851746, 0.4070690870285034, 0.6522446870803833, 0.5906454920768738, 0.8599686622619629, 0.5247687101364136, 0.5364497303962708, 0.3575248420238495, 0.39370423555374146, 0.8862186670303345, 0.45287466049194336, 0.6635223031044006, 0.38651594519615173]",420
6,1.0,1,"[0.2830979526042938, 0.5205646753311157, 0.8295270204544067, 0.724798321723938, 0.15201681852340698, 0.2997266948223114, 0.4723013639450073, 0.6952862739562988, 0.11882590502500534, 0.13206614553928375, 0.34909000992774963, 0.438388854265213, 0.10328477621078491, 0.2120439112186432, 0.5521459579467773, 0.6528795957565308]",420
1,1.0,1,"[0.6413758993148804, 0.2787696123123169, 0.6350573897361755, 0.8135886192321777, 0.47206294536590576, 0.06287157535552979, 0.27024421095848083, 0.11524993926286697, 0.17734739184379578, 0.8084532618522644, 0.35820358991622925, 0.29461565613746643, 0.6551010608673096, 0.9342722296714783, 0.7219823598861694, 0.3985746204853058]",421
2,6.0,2,"[0.8770139217376709, 0.07633617520332336, 0.7096682786941528, 0.1483709067106247, 0.6438857913017273, 0.21261879801750183, 0.23366035521030426, 0.33377546072006226, 0.07411301136016846, 0.2904585301876068, 0.649839460849762, 0.9494632482528687, 0.9758279323577881, 0.9553906917572021, 0.7327896952629089, 0.5044711828231812]",421
3,1.0,3,"[0.8533390760421753, 0.21566759049892426, 0.16564680635929108, 0.8181440830230713, 0.9205365180969238, 0.32209476828575134, 0.3677462339401245, 0.009095501154661179, 0.6791259050369263, 0.11027763783931732, 0.6923310160636902, 0.8576731085777283, 0.8475165367126465, 0.9578452110290527, 0.9544647932052612, 0.4020220935344696]",421
4,1.0,4,"[0.8721020221710205, 0.6303533911705017, 0.5142627954483032, 0.8471064567565918, 0.15286116302013397, 0.3976992070674896, 0.2795693278312683, 0.009599385783076286, 0.382893830537796, 0.16856953501701355, 0.4880220890045166, 0.6579737663269043, 0.2945314645767212, 0.7653205394744873, 0.09291700273752213, 0.6393210291862488]",421
5,1.0,5,"[0.057940710335969925, 0.044124700129032135, 0.8312764763832092, 0.7485960721969604, 0.07054553180932999, 0.8070221543312073, 0.6196029186248779, 0.9698981046676636, 0.591124415397644, 0.9955481886863708, 0.4537546932697296, 0.8010367155075073, 0.9026708602905273, 0.6687331795692444, 0.919715940952301, 0.6212071776390076]",421
6,1.0,1,"[0.8519664406776428, 0.6204404234886169, 0.6164337992668152, 0.9382579922676086, 0.4195880889892578, 0.9623950719833374, 0.9930782318115234, 0.33670592308044434, 0.7758072018623352, 0.5993965864181519, 0.30914023518562317, 0.45010071992874146, 0.44092923402786255, 0.2807280719280243, 0.01703932322561741, 0.35211867094039917]",421
1,1.0,1,"[0.5725112557411194, 0.4601026177406311, 0.48885443806648254, 0.01525692269206047, 0.15161481499671936, 0.23987053334712982, 0.37287437915802, 0.16255876421928406, 0.18817861378192902, 0.49093204736709595, 0.3521723747253418, 0.29690733551979065, 0.973559558391571, 0.9363483190536499, 0.8958183526992798, 0.7461773753166199]",422
2,1.0,2,"[0.2045731395483017, 0.1449945867061615, 0.9413939118385315, 0.45392003655433655, 0.3744756281375885, 0.36886632442474365, 0.5820168852806091, 0.30597153306007385, 0.15770234167575836, 0.03818691149353981, 0.7932782769203186, 0.2928023338317871, 0.6614475250244141, 0.26780396699905396, 0.0016560425283387303, 0.22799958288669586]",422
3,1.0,3,"[0.4998096227645874, 0.6153460144996643, 0.2222660332918167, 0.5299389362335205, 0.8154464364051819, 0.9362409710884094, 0.8854020237922668, 0.2690601944923401, 0.3210413157939911, 0.19749268889427185, 0.22914600372314453, 0.04405037313699722, 0.8965134024620056, 0.15115171670913696, 0.7992457151412964, 0.3623737394809723]",422
4,1.0,4,"[0.1421326845884323, 0.018680153414607048, 0.8630709052085876, 0.3438784182071686, 0.052115749567747116, 0.4721258580684662, 0.8881348967552185, 0.9663389921188354, 0.10362901538610458, 0.07901965081691742, 0.2598150968551636, 0.5094158053398132, 0.6848759055137634, 0.9967355728149414, 0.048929452896118164, 0.883405327796936]",422
5,1.0,5,"[0.5838602781295776, 0.524130642414093, 0.6123997569084167, 0.05610696226358414, 0.00020549760665744543, 0.5803730487823486, 0.2281617820262909, 0.4286317825317383, 0.8702780604362488, 0.617367148399353, 0.16945147514343262, 0.04736173152923584, 0.5590529441833496, 0.5734549760818481, 0.8826635479927063, 0.9109930992126465]",422
6,1.0,1,"[0.12197880446910858, 0.030535925179719925, 0.8805897831916809, 0.7718775272369385, 0.8513965010643005, 0.0816611722111702, 0.26505038142204285, 0.8158413171768188, 0.10069067031145096, 0.614403486251831, 0.947835385799408, 0.36835741996765137, 0.12297652661800385, 0.24033904075622559, 0.45201247930526733, 0.32554343342781067]",422
1,1.0,1,"[0.015026434324681759, 0.3209657073020935, 0.9751617908477783, 0.8993774056434631, 0.4934607148170471, 0.41726404428482056, 0.7694471478462219, 0.9895886182785034, 0.45805153250694275, 0.39010754227638245, 0.6177558898925781, 0.39683276414871216, 0.030371779575943947, 0.7131118178367615, 0.657725989818573, 0.5727394819259644]",423
2,1.0,2,"[0.43932172656059265, 0.5247521996498108, 0.163673534989357, 0.2175322026014328, 0.3799836337566376, 0.8438652157783508, 0.7802245616912842, 0.4382357895374298, 0.7088531851768494, 0.006313622463494539, 0.3647306561470032, 0.20801249146461487, 0.5147491097450256, 0.07158435136079788, 0.6485810279846191, 0.5962821245193481]",423
3,1.0,3,"[0.45808881521224976, 0.168428435921669, 0.6843929886817932, 0.2049839198589325, 0.13345319032669067, 0.415218323469162, 0.8663521409034729, 0.8770209550857544, 0.7791565656661987, 0.7670919895172119, 0.5603731274604797, 0.21305494010448456, 0.8289373517036438, 0.3282270133495331, 0.3768135607242584, 0.9437970519065857]",423
4,1.0,4,"[0.41261589527130127, 0.014018663205206394, 0.49022915959358215, 0.4716375768184662, 0.9892812967300415, 0.18446937203407288, 0.8773714900016785, 0.373820424079895, 0.9645532965660095, 0.4315987825393677, 0.27942612767219543, 0.04773221164941788, 0.7732765674591064, 0.3075583279132843, 0.7183739542961121, 0.9480113983154297]",423
5,1.0,5,"[0.3766493797302246, 0.6638697385787964, 0.26996466517448425, 0.16785694658756256, 0.3311866521835327, 0.3439469337463379, 0.43566450476646423, 0.014949290081858635, 0.2537881135940552, 0.08446113765239716, 0.5957534313201904, 0.9528677463531494, 0.3410656452178955, 0.49162721633911133, 0.2994735836982727, 0.8759894967079163]",423
6,1.0,1,"[0.9004706144332886, 0.3179193437099457, 0.9430367350578308, 0.15107981860637665, 0.13508029282093048, 0.25411128997802734, 0.5885022282600403, 0.2446325570344925, 0.09548540413379669, 0.2839493751525879, 0.212127223610878, 0.17508234083652496, 0.6219324469566345, 0.977070152759552, 0.5164754986763, 0.7476868629455566]",423
1,1.0,1,"[0.7264996767044067, 0.09652456641197205, 0.5327470302581787, 0.9552491903305054, 0.9723460078239441, 0.972590446472168, 0.14355427026748657, 0.8362308144569397, 0.6623045206069946, 0.5929592251777649, 0.8595989942550659, 0.08452565222978592, 0.3776217997074127, 0.4954372048377991, 0.2526380717754364, 0.9950000047683716]",424
2,1.0,2,"[0.07386401295661926, 0.5925315022468567, 0.48123109340667725, 0.5122326612472534, 0.5025703310966492, 0.2267763465642929, 0.5541080236434937, 0.7730103135108948, 0.626984179019928, 0.4116176962852478, 0.2050606906414032, 0.7632322907447815, 0.4197976589202881, 0.5045905709266663, 0.4394933879375458, 0.1342138648033142]",424
3,1.0,3,"[0.1919534057378769, 0.33736854791641235, 0.051606640219688416, 0.5457789301872253, 0.6498878002166748, 0.73630291223526, 0.15424463152885437, 0.5542450547218323, 0.5972675085067749, 0.8875868320465088, 0.4819180965423584, 0.7130686640739441, 0.9653466939926147, 0.6003768444061279, 0.1621941477060318, 0.060502924025058746]",424
4,1.0,4,"[0.006133767776191235, 0.7697449922561646, 0.31531280279159546, 0.4012777805328369, 0.7341780066490173, 0.5787408947944641, 0.219304159283638, 0.8135464191436768, 0.00529430340975523, 0.9372251033782959, 0.46483084559440613, 0.15968836843967438, 0.07874052226543427, 0.46882301568984985, 0.2908304035663605, 0.34962812066078186]",424
5,1.0,5,"[0.08529718965291977, 0.4599897861480713, 0.2596330940723419, 0.14833849668502808, 0.24892199039459229, 0.2817322313785553, 0.04319516569375992, 0.11815221607685089, 0.5180733799934387, 0.49216023087501526, 0.08020618557929993, 0.6265076398849487, 0.47255223989486694, 0.5816652774810791, 0.27199873328208923, 0.5458674430847168]",424
6,1.0,1,"[0.4796525239944458, 0.3042643070220947, 0.4331623911857605, 0.4983440041542053, 0.2396392971277237, 0.220830038189888, 0.4693002700805664, 0.5940077900886536, 0.40679895877838135, 0.20826081931591034, 0.08943815529346466, 0.2388184368610382, 0.5227392911911011, 0.8406305909156799, 0.13687746226787567, 0.5635562539100647]",424
1,1.0,1,"[0.14503782987594604, 0.5624033212661743, 0.1409720629453659, 0.8996734023094177, 0.6510129570960999, 0.6375489830970764, 0.9913731217384338, 0.9637235999107361, 0.34205353260040283, 0.0009914605179801583, 0.8318001627922058, 0.23328152298927307, 0.6860272884368896, 0.9755609035491943, 0.5199326872825623, 0.6650078296661377]",425
2,2.0,2,"[0.5892317891120911, 0.875129222869873, 0.9479315876960754, 0.9145496487617493, 0.515357255935669, 0.49701985716819763, 0.7646492719650269, 0.9131975769996643, 0.06971979886293411, 0.5496403574943542, 0.04366603493690491, 0.31625649333000183, 0.3616621494293213, 0.40995362401008606, 0.11030910909175873, 0.5231606960296631]",425
3,1.0,3,"[0.42393186688423157, 0.8504706621170044, 0.4799332022666931, 0.27730250358581543, 0.2337125837802887, 0.44292300939559937, 0.20875823497772217, 0.26900675892829895, 0.20106059312820435, 0.9241538643836975, 0.11092627048492432, 0.19332650303840637, 0.18856759369373322, 0.7148444652557373, 0.6947877407073975, 0.9351544976234436]",425
4,1.0,4,"[0.29520562291145325, 0.7546481490135193, 0.3856211304664612, 0.770397961139679, 0.3463349938392639, 0.725764274597168, 0.13547325134277344, 0.25468868017196655, 0.960684061050415, 0.13053427636623383, 0.8645161986351013, 0.7001373767852783, 0.36313802003860474, 0.7668161392211914, 0.4277377724647522, 0.30713847279548645]",425
5,1.0,5,"[0.3822390139102936, 0.46307575702667236, 0.030577408149838448, 0.05607348307967186, 0.829265296459198, 0.7571235299110413, 0.7855861186981201, 0.09244388341903687, 0.9345520734786987, 0.08916780352592468, 0.5151253938674927, 0.23868168890476227, 0.7879673838615417, 0.6020761132240295, 0.8038923144340515, 0.935857355594635]",425
6,3.0,1,"[0.960475504398346, 0.7546349763870239, 0.3884672224521637, 0.7564564943313599, 0.8468136787414551, 0.8077569007873535, 0.12938007712364197, 0.5652133822441101, 0.7349335551261902, 0.3692643642425537, 0.637348473072052, 0.44358423352241516, 0.9537205696105957, 0.2976154386997223, 0.4418771266937256, 0.3616706132888794]",425
1,1.0,1,"[0.02253919653594494, 0.7811959385871887, 0.5379716753959656, 0.9715941548347473, 0.9278247952461243, 0.776123046875, 0.9874497652053833, 0.7578809261322021, 0.34951478242874146, 0.24712702631950378, 0.6784934997558594, 0.2364388257265091, 0.31372901797294617, 0.6386892795562744, 0.4729211926460266, 0.746922492980957]",426
2,6.0,2,"[0.4626726806163788, 0.8308923840522766, 0.09114904701709747, 0.6778731346130371, 0.8900368809700012, 0.40224307775497437, 0.53628009557724, 0.16142646968364716, 0.5445907711982727, 0.20188160240650177, 0.641465961933136, 0.8015080690383911, 0.1404745876789093, 0.6387579441070557, 0.44691091775894165, 0.7672203183174133]",426
3,1.0,3,"[0.17722362279891968, 0.19920925796031952, 0.9586276412010193, 0.75645911693573, 0.26943203806877136, 0.7947191596031189, 0.6326325535774231, 0.8656295537948608, 0.18249428272247314, 0.23682160675525665, 0.06731870025396347, 0.6417285799980164, 0.5680317878723145, 0.057578057050704956, 0.23377367854118347, 0.17050859332084656]",426
